,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr5.1594896.R,11,0,8,NA,0,NA,NA,1,0,0,0,0,6,0,0,1,0,0,1,3,0,0,0,0,0,0,NA,NA
chr5.1594911.R,16,0,16,0,0,NA,7,3,0,0,0,0,7,0,0,2,0,0,0,13,1,0,0,1,2,0,NA,NA
chr5.1594919.R,16,0,17,0,2,NA,7,3,0,0,0,0,7,0,0,2,0,1,1,13,1,1,0,4,1,0,NA,NA
chr5.1594922.R,16,1,18,0,1,NA,7,2,0,0,4,1,7,0,0,2,1,0,2,14,1,1,0,4,0,0,NA,NA
chr5.1594926.R,16,0,17,0,0,NA,6,3,3,0,2,0,7,0,0,2,0,0,2,13,1,0,0,1,2,0,NA,NA
chr5.1594930.R,16,1,16,0,3,NA,7,3,0,0,0,0,7,3,0,2,0,0,5,13,1,1,0,4,4,1,NA,NA
chr5.1594932.R,16,0,16,0,1,NA,7,3,0,0,2,0,7,0,0,2,0,0,1,13,1,1,0,2,3,0,NA,NA
chr5.1594938.R,16,2,20,0,0,NA,7,4,0,0,0,0,4,0,0,2,0,0,1,12,2,3,0,1,5,1,NA,NA
chr5.1594942.R,16,2,18,2,1,NA,6,2,0,0,0,1,7,0,0,2,0,0,7,13,1,0,0,1,2,0,NA,NA
chr5.1594948.R,17,0,18,0,0,NA,7,3,0,0,0,1,7,0,0,2,0,0,1,12,1,0,0,2,1,1,NA,NA
chr5.1594954.R,14,0,16,0,0,0,8,1,0,0,0,0,7,0,0,2,0,0,0,11,1,0,0,0,2,0,0,NA
chr5.1594976.R,15,1,18,4,0,2,7,5,0,1,0,0,7,0,2,3,0,1,1,14,3,1,1,4,0,0,2,NA
chr5.159498211.F,57,41,53,54,31,49,44,50,47,23,65,46,54,60,51,39,73,40,71,49,57,58,57,79,48,32,68,22
chr5.159498330.R,57,55,69,64,27,29,48,39,62,NA,59,90,62,52,63,53,64,49,35,56,52,65,70,63,50,36,75,10
chr5.1594989.R,16,1,17,0,1,0,9,5,0,2,0,2,7,0,1,2,0,0,1,15,2,1,0,4,0,0,1,NA
chr5.1594996.R,15,1,21,0,4,0,8,5,0,0,0,0,7,0,0,3,0,0,10,15,3,0,0,2,0,0,0,NA
chr5.1878106.F,4,0,10,1,3,0,0,7,1,NA,0,1,0,0,1,1,1,0,3,6,0,10,2,6,1,1,2,4
chr5.1878121.F,4,0,11,4,4,0,0,8,0,NA,4,0,0,1,1,0,3,0,4,6,1,8,2,5,2,2,3,4
chr5.1878136.F,4,0,11,3,4,1,0,8,3,NA,1,0,1,2,2,1,4,0,5,5,2,9,2,5,2,0,3,3
chr5.1878139.F,4,1,10,1,4,1,0,8,1,NA,0,0,0,0,1,3,2,0,3,5,0,8,2,5,2,2,1,3
chr5.1878154.F,4,0,9,1,3,0,0,6,0,NA,0,2,0,0,0,1,1,0,2,4,0,9,1,4,1,0,0,1
chr5.1878155.R,3,0,8,0,NA,2,1,11,NA,NA,0,0,0,0,1,2,1,2,8,16,0,14,0,16,0,0,0,NA
chr5.1878166.F,NA,0,9,1,0,0,0,3,0,NA,0,2,0,0,1,0,3,3,NA,4,0,7,1,6,0,0,0,1
chr5.1878167.R,1,0,7,1,NA,1,1,11,NA,NA,0,1,0,0,1,3,0,1,5,17,0,14,3,18,2,2,2,NA
chr5.1878173.F,NA,2,2,2,0,0,NA,1,0,NA,0,1,2,1,4,0,5,0,NA,5,1,6,2,7,3,1,3,5
chr5.1878174.R,4,1,10,3,NA,3,1,15,NA,NA,1,1,0,3,2,4,2,3,12,18,1,17,3,21,3,2,3,NA
chr5.1878182.R,3,3,10,4,NA,2,1,15,NA,NA,0,2,1,0,0,5,0,1,11,19,0,17,1,20,1,3,1,NA
chr5.1878184.R,3,2,9,1,NA,0,1,10,NA,NA,0,0,1,0,0,3,0,2,7,13,0,15,0,20,0,2,3,NA
chr5.1878206.R,1,0,11,0,NA,2,1,11,NA,NA,0,1,2,0,1,4,1,1,8,15,1,13,1,18,0,2,2,NA
chr5.1878210.R,4,1,11,2,NA,0,1,15,NA,NA,0,2,5,0,1,1,3,2,12,18,1,16,3,22,0,11,0,NA
chr5.1878212.R,4,1,7,3,NA,0,1,15,NA,NA,0,1,4,0,3,3,1,0,11,18,1,6,3,20,2,6,0,NA
chr5.1878216.R,8,2,13,4,NA,0,3,15,NA,NA,0,3,4,0,4,4,0,3,14,18,1,17,0,21,5,12,4,NA
chr5.1878225.R,9,0,12,3,NA,4,3,14,NA,NA,0,2,4,3,5,5,2,2,14,17,1,14,3,21,2,10,2,NA
chr5.1878229.R,11,3,10,3,NA,1,3,15,NA,NA,0,7,4,0,4,5,2,3,19,17,1,14,1,21,1,6,2,NA
chr5.1878241.F,20,0,26,2,4,0,13,14,4,NA,1,1,4,3,2,1,0,4,7,11,0,13,1,21,0,10,2,2
chr5.1878242.R,12,0,12,1,NA,1,2,11,NA,NA,0,3,1,0,3,2,0,2,15,9,2,14,1,16,0,2,4,NA
chr5.18782563.F,5,24,38,22,6,16,10,27,22,NA,16,19,7,12,15,8,6,11,16,13,27,13,32,20,24,12,48,15
chr5.1878256.F,22,2,29,0,10,2,15,17,5,NA,0,4,0,0,2,1,7,5,11,13,3,16,9,23,6,6,0,0
chr5.18782638.F,7,27,38,26,4,17,9,29,16,NA,17,15,3,5,16,10,5,10,17,16,37,13,32,21,26,10,49,13
chr5.18782639.R,16,25,41,44,6,26,19,29,9,NA,16,40,5,10,14,15,8,14,9,21,31,24,44,35,36,10,47,NA
chr5.1878265.F,23,3,29,1,10,1,14,17,3,NA,2,8,2,4,5,5,12,6,17,15,1,17,0,26,6,10,5,1
chr5.18782707.R,17,30,48,45,6,31,21,26,6,NA,23,36,3,1,13,13,11,8,13,27,39,23,49,37,41,10,54,NA
chr5.18782713.R,22,32,55,48,7,30,20,38,17,NA,32,50,4,13,22,20,15,14,23,29,38,28,51,44,42,12,54,NA
chr5.18782735.R,20,34,54,49,8,30,18,35,7,NA,26,40,2,8,18,18,12,11,24,26,39,27,51,41,40,12,51,NA
chr5.1878310.F,23,2,26,1,1,0,13,14,0,NA,0,1,0,0,0,1,4,3,9,11,0,14,0,12,1,1,3,0
chr5.1878322.F,22,5,24,4,2,0,16,18,0,NA,2,2,0,0,1,3,5,4,10,14,3,16,2,17,4,1,4,0
chr5.2748570.F,11,2,5,5,NA,2,3,9,1,NA,1,2,1,1,5,2,2,1,7,3,1,3,3,5,2,0,3,0
chr5.2748577.F,8,0,6,0,NA,2,2,6,0,NA,0,2,2,0,2,1,0,0,4,4,0,3,0,5,0,0,0,0
chr5.2748579.F,9,1,6,0,NA,2,2,9,0,NA,1,1,1,0,2,2,0,1,6,5,1,4,0,5,0,0,0,0
chr5.2748583.F,9,1,6,3,NA,3,4,8,0,NA,7,2,1,0,3,2,2,1,4,5,3,6,3,6,5,0,4,0
chr5.2748596.F,10,2,7,1,NA,2,3,9,5,NA,2,3,1,0,4,1,1,1,4,4,0,5,3,5,4,1,1,0
chr5.2748619.F,11,2,6,2,NA,1,3,8,0,NA,2,3,1,0,2,2,1,0,6,4,4,3,2,6,4,0,2,0
chr5.2748622.F,9,3,6,2,NA,2,3,9,0,NA,4,4,0,0,3,1,1,0,4,5,2,3,0,7,3,0,1,0
chr5.2748624.F,9,3,5,4,NA,0,3,8,0,NA,3,2,4,0,3,3,2,0,4,4,1,4,2,6,1,0,0,0
chr5.2748636.F,11,1,4,0,NA,2,3,9,4,NA,2,4,2,0,4,2,1,0,4,5,2,4,2,5,2,0,1,0
chr5.2748637.R,14,2,19,0,5,0,NA,17,0,NA,1,5,0,1,7,4,0,0,5,9,1,14,1,11,2,0,1,NA
chr5.2748654.F,4,2,8,4,NA,3,NA,6,0,NA,1,3,3,2,6,2,0,0,3,6,3,1,3,7,5,1,5,NA
chr5.2748655.R,15,1,16,4,6,1,NA,17,3,NA,3,8,1,1,6,7,0,0,8,10,2,14,1,14,1,2,3,5
chr5.2748665.R,14,0,17,3,6,0,NA,17,0,NA,3,4,0,0,5,5,1,0,8,11,2,13,5,11,2,3,4,7
chr5.2748668.R,14,2,17,1,6,0,NA,17,2,NA,2,3,0,0,5,7,1,0,5,11,2,12,1,12,3,0,4,5
chr5.2748684.R,14,2,14,3,6,1,NA,16,0,NA,1,3,0,0,4,6,1,0,9,9,4,14,5,13,3,1,0,2
chr5.2748695.R,14,2,12,5,6,4,NA,16,0,NA,1,8,1,0,7,2,2,0,5,12,4,12,3,12,2,0,4,7
chr5.2748698.R,14,0,16,3,6,0,NA,16,0,NA,1,4,1,1,2,4,0,0,6,10,2,15,1,13,0,0,2,5
chr5.2748713.R,12,1,16,5,6,1,NA,17,1,NA,5,5,0,0,3,1,0,0,6,8,1,9,1,12,1,0,3,5
chr5.2748725.R,16,2,17,6,6,1,NA,16,0,NA,3,4,1,0,5,3,0,0,6,11,6,13,2,12,4,1,3,7
chr5.2748733.R,16,1,14,2,4,0,NA,14,0,NA,3,7,1,1,4,4,4,0,6,8,5,11,1,8,5,2,2,5
chr5.2748954.F,30,1,26,5,10,0,8,25,0,NA,10,13,0,0,8,7,2,7,3,11,3,20,3,25,4,1,3,11
chr5.2748961.F,30,8,28,10,12,2,9,26,1,NA,12,21,0,0,7,6,5,9,16,15,8,19,6,29,7,0,9,12
chr5.2748964.F,30,7,30,2,14,1,9,26,0,NA,5,17,0,3,5,5,3,7,11,16,4,19,4,26,6,0,6,8
chr5.2748967.F,30,3,25,0,10,0,8,27,0,NA,7,14,0,0,5,8,0,7,11,12,2,17,3,27,3,0,3,8
chr5.2748975.F,31,11,29,5,12,2,9,25,0,NA,12,18,0,0,8,9,2,4,11,13,5,20,7,28,5,0,4,10
chr5.2748985.F,30,11,30,7,11,3,9,24,1,NA,5,17,0,0,9,6,1,7,11,11,4,19,4,28,9,1,3,12
chr5.2748988.F,31,7,29,4,13,1,10,26,1,NA,6,16,1,0,7,10,4,4,13,17,8,22,9,30,7,2,5,12
chr5.2748989.R,NA,3,9,3,1,3,NA,9,0,NA,3,5,0,2,3,10,1,1,4,13,5,15,7,19,3,2,5,3
chr5.2748998.F,32,14,30,14,14,5,10,26,2,NA,10,22,1,1,13,11,3,9,11,14,15,24,9,31,9,4,9,13
chr5.2748999.R,NA,16,8,7,1,2,NA,11,4,NA,6,11,1,1,4,10,5,3,4,14,13,22,8,16,15,2,11,4
chr5.2749002.F,31,11,30,3,12,5,9,26,1,NA,8,18,0,0,6,10,1,7,12,14,8,20,4,33,3,0,2,9
chr5.2749003.R,NA,7,9,5,0,1,NA,9,3,NA,3,6,5,1,5,6,1,4,4,10,2,15,8,16,10,1,8,3
chr5.2749011.F,31,8,26,4,11,1,6,26,0,NA,12,17,0,0,10,7,1,3,13,12,6,17,4,32,3,3,0,9
chr5.2749012.R,NA,6,8,4,0,2,0,9,2,NA,2,7,1,1,6,6,1,2,6,12,4,17,7,17,9,1,8,2
chr5.2749014.F,30,8,29,3,9,0,7,28,1,NA,5,20,3,0,11,8,0,5,11,13,9,22,7,34,5,1,2,10
chr5.2749015.R,9,10,10,6,2,3,1,18,1,NA,4,14,0,2,6,7,3,3,6,14,6,19,3,19,14,1,6,4
chr5.2749017.F,32,7,29,5,13,1,7,24,1,NA,9,16,0,0,10,10,0,7,10,13,2,18,4,31,6,1,0,9
chr5.2749018.R,11,10,16,4,1,1,1,19,3,NA,2,7,1,1,3,6,4,3,5,15,4,21,2,21,6,4,3,4
chr5.2749023.F,30,2,27,0,12,0,7,24,0,NA,9,18,1,0,7,9,0,3,11,13,3,16,2,26,2,1,2,10
chr5.2749024.R,20,8,20,3,4,1,3,23,1,NA,2,9,2,2,7,5,5,4,4,17,4,20,4,25,7,3,3,3
chr5.2749026.F,32,5,28,1,11,2,8,27,0,NA,5,20,0,0,8,8,1,6,12,13,3,16,6,28,5,2,2,10
chr5.2749027.R,18,8,24,2,7,2,4,28,0,NA,2,15,0,4,8,8,3,3,6,17,6,21,2,23,4,2,4,3
chr5.2749038.F,29,3,29,0,14,1,7,25,1,NA,7,11,4,0,7,6,0,3,9,15,4,17,3,26,6,0,1,7
chr5.2749039.R,25,3,24,2,6,1,4,26,1,4,3,9,0,3,8,8,2,2,10,15,3,18,2,22,5,1,0,2
chr5.2749061.R,28,8,26,9,6,2,4,29,1,6,4,14,0,2,11,8,2,3,12,16,6,21,2,24,13,8,4,4
chr5.2749067.R,28,5,28,6,5,2,3,27,4,5,4,11,0,4,15,10,5,3,9,13,4,18,4,22,11,4,2,4
chr5.2749072.R,29,3,28,4,6,1,4,29,4,6,4,11,1,1,10,13,5,1,10,15,7,18,4,24,12,3,1,6
chr5.2749087.R,26,6,30,3,5,0,5,26,0,5,5,16,0,3,13,12,4,5,7,16,5,18,2,22,11,3,1,3
chr5.3600573.R,25,2,25,1,7,1,4,11,2,NA,NA,5,3,5,9,5,3,5,13,9,4,26,0,15,1,1,5,NA
chr5.3600640.F,21,0,20,1,4,0,6,12,2,5,2,6,0,2,3,2,0,0,7,13,3,15,0,17,0,6,1,1
chr5.3600678.F,26,1,22,2,4,2,7,12,0,5,2,3,0,2,7,1,2,3,8,12,4,15,2,19,1,7,2,7
chr5.3600679.R,NA,1,2,0,1,1,0,2,0,0,0,0,0,0,1,2,0,0,4,1,0,3,3,2,0,0,0,NA
chr5.3600682.F,25,2,19,1,5,1,5,14,1,5,1,8,0,0,6,5,3,5,3,13,4,13,1,19,1,2,1,4
chr5.3600683.R,NA,0,2,0,0,1,0,3,1,0,0,0,0,2,1,1,1,0,4,1,3,5,4,2,0,0,1,NA
chr5.3600690.F,27,2,22,2,6,2,6,13,3,5,6,9,1,7,7,6,2,4,7,12,3,16,0,19,0,8,1,12
chr5.3600691.R,NA,0,3,1,0,0,0,1,4,0,1,2,4,0,0,4,0,0,4,0,2,4,2,2,1,0,0,NA
chr5.3600710.F,25,3,24,1,7,2,6,20,6,5,3,6,5,2,7,14,1,4,11,13,4,15,2,21,3,14,6,8
chr5.3600711.R,NA,0,1,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,NA
chr5.3600718.F,22,1,21,3,8,2,6,18,4,6,5,9,2,1,10,8,3,2,6,14,1,16,2,21,2,12,1,11
chr5.3600719.R,22,2,30,1,8,1,13,25,0,0,1,6,4,1,7,5,2,5,11,10,0,29,2,21,1,6,0,NA
chr5.3600733.F,24,3,19,1,7,0,7,17,7,7,1,4,3,1,6,6,1,2,7,15,2,15,0,17,0,1,3,6
chr5.3600734.R,24,3,32,0,5,0,17,23,0,1,3,3,2,0,2,5,1,2,11,11,3,31,0,23,0,0,0,NA
chr5.3600751.R,24,1,35,0,9,2,19,16,3,3,4,3,4,0,4,3,5,3,13,9,1,32,1,25,3,4,0,NA
chr5.3600754.R,24,2,34,0,9,0,20,15,2,1,3,3,2,3,6,8,4,1,11,9,1,29,2,24,3,4,0,NA
chr5.3602345.F,16,1,16,0,NA,0,NA,8,3,2,2,2,2,3,6,8,0,2,7,7,1,7,0,7,2,2,3,5
chr5.3602352.F,17,0,16,1,NA,1,NA,8,1,1,2,4,1,7,3,5,3,2,11,10,2,8,1,10,3,7,2,9
chr5.3602373.F,17,0,12,2,NA,2,NA,8,1,1,2,3,1,3,4,3,0,2,8,10,0,10,0,6,0,6,0,6
chr5.3602374.R,39,2,54,1,12,1,15,18,0,1,7,10,2,6,15,9,3,0,12,17,3,22,5,26,1,13,0,13
chr5.3602390.F,17,0,15,1,NA,1,NA,7,2,1,2,3,4,3,7,5,0,3,7,9,0,9,0,6,0,4,0,6
chr5.3602391.R,42,4,51,1,11,1,16,16,4,0,3,15,2,9,13,13,9,2,13,16,3,23,3,27,2,6,0,13
chr5.3602395.F,11,0,15,1,NA,2,NA,9,8,1,2,3,2,3,5,5,3,6,6,9,0,10,0,7,0,2,0,6
chr5.3602396.R,43,4,45,0,7,1,16,18,2,0,1,13,2,14,12,9,9,6,22,14,1,21,1,29,3,10,1,13
chr5.3602407.F,11,0,16,1,NA,0,NA,9,1,0,3,3,1,1,3,2,0,4,3,9,0,10,1,5,0,6,1,5
chr5.3602408.R,43,4,57,0,13,2,15,17,1,0,4,15,2,14,17,9,5,9,11,16,5,20,2,25,2,16,3,12
chr5.3602411.F,8,1,14,2,NA,0,NA,9,1,0,2,4,1,1,1,2,2,6,8,12,0,9,1,9,1,5,1,4
chr5.3602412.R,43,4,55,0,12,2,15,18,0,0,2,11,2,7,17,10,0,2,21,18,2,23,2,27,1,18,1,13
chr5.3602413.F,6,1,12,0,NA,0,NA,8,1,0,2,1,0,0,3,2,1,5,6,7,0,8,0,5,1,8,0,4
chr5.3602414.R,43,1,58,0,12,1,14,18,0,0,2,11,2,6,14,7,6,5,18,14,1,19,2,24,2,22,1,13
chr5.3602415.F,8,0,14,0,NA,1,NA,7,1,0,2,1,5,4,1,1,0,0,6,10,0,10,0,8,1,8,1,4
chr5.3602416.R,45,1,58,0,12,1,15,14,4,0,4,5,2,8,14,4,5,0,7,13,3,19,2,24,1,14,0,13
chr5.3602417.F,8,1,15,2,NA,0,NA,8,1,0,2,4,2,4,4,2,3,3,3,11,0,10,0,7,1,5,0,4
chr5.3602418.R,42,4,61,1,12,1,16,15,6,0,3,9,2,11,14,10,10,0,10,16,1,23,6,27,3,17,2,12
chr5.3602449.R,44,4,58,1,12,1,14,14,8,0,5,13,5,9,18,10,10,2,17,12,3,22,2,24,0,22,2,13
chr5.3602454.R,40,6,60,3,11,1,17,17,2,0,3,13,3,9,16,13,5,2,18,15,4,18,2,28,0,19,3,13
chr5.3602460.R,39,3,61,0,10,2,11,14,3,0,5,11,0,7,11,5,6,0,9,11,3,19,3,23,5,17,2,12
chr5.3602540.R,9,2,13,0,NA,NA,NA,5,3,NA,1,2,1,2,0,5,0,NA,0,8,NA,6,1,13,0,NA,0,6
chr5.3602636.F,10,0,25,1,7,0,5,11,0,NA,5,3,0,2,5,3,1,2,3,6,0,15,0,22,0,1,3,8
chr5.3602645.F,10,0,21,1,6,0,5,10,2,NA,3,5,1,2,4,6,2,2,2,4,0,17,0,27,1,0,0,5
chr5.3602665.F,12,1,21,6,5,0,4,8,2,NA,3,6,0,0,4,6,5,0,7,5,0,17,0,23,1,0,2,4
chr5.3602666.R,32,4,30,1,18,0,8,8,0,0,4,2,1,1,8,8,2,3,2,6,3,19,1,8,1,1,0,0
chr5.3602672.F,12,0,19,2,6,0,6,10,0,NA,6,12,1,0,6,7,3,0,7,7,1,17,1,31,1,1,1,9
chr5.3602673.R,30,5,22,3,18,1,8,11,0,0,2,7,1,0,10,11,3,6,2,6,3,19,1,10,4,1,4,5
chr5.3602684.F,7,2,13,0,7,1,2,13,2,NA,1,11,1,1,3,4,4,0,2,3,3,17,1,29,2,0,2,1
chr5.3602685.R,26,6,22,0,20,0,2,10,0,0,5,4,2,0,7,11,1,3,3,5,5,20,1,9,3,1,0,0
chr5.3602691.F,7,1,10,1,7,0,5,14,0,NA,0,5,1,1,6,6,3,1,1,4,1,15,0,26,0,0,1,10
chr5.3602692.R,29,0,18,2,19,0,8,9,0,0,2,3,2,0,8,5,5,0,3,5,0,19,1,11,0,1,0,5
chr5.3602702.F,8,3,21,5,8,0,5,15,0,NA,7,9,5,1,9,15,3,3,6,8,4,16,0,28,3,2,3,9
chr5.3602703.R,32,7,29,3,21,0,9,11,5,0,3,8,5,0,9,9,7,4,7,9,6,22,1,9,5,2,0,6
chr5.3602706.F,6,0,16,2,7,0,3,12,3,NA,4,11,8,1,6,13,6,3,10,3,1,15,0,26,2,0,3,5
chr5.3602707.R,33,2,28,3,20,0,9,13,2,0,9,9,5,0,10,15,0,1,1,7,1,20,1,12,3,2,5,6
chr5.3602713.F,9,3,20,2,8,1,3,11,6,NA,1,14,7,3,11,15,7,3,9,9,4,14,0,31,3,0,3,10
chr5.3602714.R,30,7,33,3,22,0,10,13,9,0,2,14,7,2,14,18,9,5,2,9,4,21,3,13,3,2,3,7
chr5.3602717.F,9,2,14,2,7,1,2,11,0,NA,1,6,1,1,5,8,3,1,4,4,0,15,0,24,0,2,2,9
chr5.3602718.R,30,2,20,0,17,0,8,11,3,0,3,3,2,2,5,7,3,0,4,6,0,18,0,9,3,1,0,6
chr5.3602738.R,29,1,21,0,10,0,9,9,3,0,1,6,0,0,1,4,1,0,3,6,0,20,1,9,3,1,2,5
chr5.3602747.R,21,3,20,1,10,0,9,7,6,0,0,3,4,0,4,6,2,1,1,6,0,17,0,11,3,1,1,3
chr5.37836820.F,5,1,4,1,11,0,3,11,6,NA,11,8,0,0,10,4,3,1,6,9,0,7,2,5,2,32,0,0
chr5.37836836.F,3,1,5,0,10,0,2,5,0,NA,3,4,0,0,3,3,2,1,2,6,0,6,0,4,1,32,1,1
chr5.37836838.F,2,0,2,0,9,0,4,5,0,NA,5,2,0,0,3,2,1,1,2,5,0,4,0,4,0,30,0,0
chr5.37836849.F,4,1,4,1,9,0,1,6,1,NA,8,2,0,0,2,3,1,3,0,6,0,4,0,5,0,34,0,0
chr5.37836862.F,2,0,2,1,8,0,1,5,0,NA,6,3,0,1,2,4,0,0,0,3,0,2,0,5,0,32,0,0
chr5.37836864.F,2,1,0,1,8,0,1,6,0,NA,8,2,0,0,0,4,0,0,0,1,1,0,0,5,0,35,0,0
chr5.37836871.F,3,0,3,1,6,0,1,4,0,NA,3,4,0,0,1,3,0,0,2,4,0,4,0,5,0,33,0,0
chr5.37836909.F,1,0,3,1,7,0,3,4,0,NA,8,0,0,0,3,3,0,1,0,2,1,3,0,5,2,30,1,0
chr5.37836970.R,0,0,0,0,3,0,0,0,0,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,5,0,0
chr5.37836997.R,0,0,0,2,5,1,0,1,0,NA,4,1,0,0,1,0,0,1,0,0,0,0,0,8,1,4,0,3
chr5.37837033.R,1,0,1,0,1,0,0,4,1,NA,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,28,1,0
chr5.37837038.R,0,1,0,1,4,0,0,5,0,NA,1,2,0,0,1,1,0,0,0,0,0,0,0,6,0,20,1,0
chr5.37837054.R,0,0,0,1,4,0,0,2,1,NA,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,22,0,0
chr5.54516403.F,0,0,9,0,2,0,0,3,1,NA,2,3,1,0,2,0,0,0,3,0,0,9,0,1,1,NA,0,NA
chr5.54516422.F,0,0,16,0,2,1,1,4,3,NA,0,4,0,0,4,1,0,0,4,0,0,13,0,2,1,NA,0,NA
chr5.54516424.F,0,0,13,1,2,1,1,1,1,NA,0,4,1,0,4,1,0,0,3,1,0,13,0,2,0,NA,0,NA
chr5.54516441.F,0,0,15,0,2,0,0,3,0,NA,2,1,0,0,2,0,0,0,4,2,0,12,0,3,0,NA,0,NA
chr5.54516447.F,0,0,16,2,3,0,0,2,1,NA,2,2,1,0,2,1,1,0,3,2,0,13,1,2,1,NA,0,NA
chr5.54516457.F,0,0,14,1,2,0,0,1,0,NA,3,1,0,0,1,0,1,0,1,2,0,13,1,0,0,NA,0,NA
chr5.54516459.F,0,0,14,3,2,0,0,2,0,NA,0,1,1,1,2,0,1,0,3,2,0,13,1,1,0,NA,0,NA
chr5.54516478.F,0,1,15,0,1,0,0,4,0,NA,1,1,1,0,4,0,1,1,7,1,0,14,1,0,1,NA,0,NA
chr5.54516483.F,NA,1,12,0,2,0,0,4,3,NA,1,1,1,0,2,0,1,0,4,1,0,12,0,1,2,NA,0,NA
chr5.54516487.F,NA,0,12,0,1,0,0,5,0,NA,1,1,3,2,2,0,1,1,4,2,0,13,0,2,0,NA,0,NA
chr5.54516519.R,0,1,NA,1,NA,0,NA,3,1,0,0,0,0,2,0,0,3,1,5,1,0,7,0,1,1,0,0,7
chr5.54516521.R,0,0,NA,1,NA,0,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8,0,2,1,1,0,0
chr5.54516534.R,1,1,2,2,NA,0,NA,2,0,2,0,0,0,1,0,0,0,0,6,1,0,8,0,2,0,1,1,6
chr5.54516539.R,1,1,2,1,7,1,NA,5,2,0,0,0,0,2,2,0,2,2,6,3,1,7,0,2,1,1,0,6
chr5.54516573.R,1,1,4,0,9,0,NA,7,4,0,0,0,0,3,7,0,0,0,5,1,0,7,3,1,4,1,4,6
chr5.54516593.R,1,0,3,0,8,0,NA,3,1,0,0,0,0,3,3,2,0,0,2,1,0,7,0,2,0,1,1,5
chr5.54516597.R,1,1,5,1,9,0,NA,3,1,0,0,0,0,2,2,1,2,2,1,2,1,7,1,2,0,0,1,6
chr5.54516600.R,1,0,4,0,8,1,NA,3,1,0,0,0,0,2,2,1,2,0,6,1,1,7,0,1,0,0,1,6
chr5.54516613.R,1,0,2,2,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6
chr5.87970706.R,0,0,1,0,NA,NA,0,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,6,0,NA,0,5
chr5.87970722.R,0,0,3,0,NA,NA,0,1,0,NA,0,0,0,0,NA,0,1,1,0,0,0,1,0,7,0,NA,0,5
chr5.87970746.R,0,1,3,0,NA,NA,0,1,1,NA,0,1,1,0,NA,0,3,2,2,3,1,2,0,8,0,NA,0,5
chr5.87970751.R,0,0,4,0,NA,NA,0,1,0,NA,0,0,0,3,NA,0,6,2,1,3,0,1,0,4,0,NA,1,5
chr5.87970772.F,0,0,3,0,7,0,1,3,2,NA,0,1,2,0,0,1,2,1,1,2,0,4,0,8,0,5,0,8
chr5.87970775.F,0,0,5,0,7,0,1,2,1,NA,0,0,0,0,0,0,2,0,1,2,1,3,0,4,0,5,1,3
chr5.87970777.F,1,0,6,1,7,0,0,3,5,NA,0,0,2,1,0,0,1,1,1,2,0,4,0,10,0,5,0,8
chr5.87970788.F,0,0,5,0,7,1,1,2,1,NA,0,0,0,0,0,1,2,2,1,1,0,3,0,5,1,5,1,8
chr5.87970790.F,0,0,5,0,7,0,0,2,0,NA,0,1,1,0,0,0,1,0,0,1,0,0,0,4,0,5,0,8
chr5.87970794.F,0,2,4,0,7,0,0,2,1,NA,1,0,0,0,0,1,1,0,0,2,0,4,0,5,1,4,0,8
chr5.87970795.R,1,0,6,1,6,0,1,2,4,0,1,1,1,0,1,0,9,3,4,0,0,0,0,1,0,2,0,3
chr5.87970819.F,1,0,4,0,6,0,0,2,0,NA,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,5,0,8
chr5.87970820.R,1,0,7,0,9,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,8,0,5
chr5.87970823.F,1,0,4,0,6,0,0,2,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,5,0,8
chr5.87970824.R,0,0,7,0,8,0,0,1,0,0,0,0,6,1,0,0,3,0,0,1,0,0,1,2,0,8,0,5
chr5.87970825.F,1,0,4,0,6,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,1,6
chr5.87970826.R,0,0,7,0,8,0,1,1,0,0,0,0,0,1,0,0,6,2,0,2,0,1,0,3,0,8,2,5
chr5.87970830.F,1,0,4,0,6,0,0,2,1,NA,0,0,1,0,0,0,2,0,2,1,0,2,0,2,0,5,1,8
chr5.87970831.R,0,0,7,0,9,0,3,1,1,0,0,0,0,1,0,0,8,0,0,1,1,0,0,3,1,8,0,5
