,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr7.45614370.R,30,24,27,18,12,24,25,NA,22,NA,25,37,18,27,15,23,19,14,27,21,21,10,NA,16,NA,22,15,23,NA,25,20,21,19,23,21
chr7.45614377.R,30,24,27,18,12,24,25,NA,22,NA,25,37,18,27,15,23,19,14,27,21,21,10,NA,16,NA,22,15,23,NA,25,20,21,19,23,21
chr7.45614389.R,30,24,27,18,12,24,25,NA,22,NA,25,37,18,27,15,23,19,14,27,21,21,10,NA,16,NA,22,15,23,NA,25,20,21,19,23,21
chr7.45614391.R,30,24,27,18,12,24,25,NA,22,NA,25,37,18,27,15,23,19,14,27,21,21,10,NA,16,NA,22,15,23,NA,25,20,21,19,23,21
chr7.45614394.R,30,24,27,18,12,24,25,NA,22,NA,25,37,18,27,15,23,19,14,27,21,21,10,NA,16,NA,22,15,23,NA,25,20,21,19,23,21
chr7.64030593.F,19,18,21,13,21,33,33,24,16,14,26,41,26,19,28,26,14,20,16,12,27,17,35,22,12,29,28,45,13,33,24,40,22,31,18
chr7.64030596.F,19,18,21,13,21,33,33,24,16,14,26,41,26,19,28,26,14,20,16,12,27,17,35,22,12,29,28,45,13,33,24,40,22,31,18
chr7.64030613.F,18,18,21,13,21,33,32,24,15,14,26,40,26,19,28,26,14,20,16,12,27,17,35,22,12,29,28,45,13,33,24,40,22,31,18
chr7.64030629.F,19,18,21,13,21,33,33,24,16,14,26,41,26,19,28,26,14,20,16,12,27,17,35,22,12,29,28,45,13,33,24,40,21,31,18
chr7.64030631.F,19,18,21,13,21,33,33,24,16,14,26,40,26,19,28,25,14,20,16,12,27,17,35,22,12,29,28,45,13,33,24,40,21,31,18
chr7.64030644.F,19,18,21,13,21,33,33,24,16,14,26,41,26,19,28,26,14,20,16,12,27,17,35,22,12,29,28,45,13,33,24,40,21,31,18
chr7.64030645.R,20,34,32,23,NA,27,28,13,34,NA,14,37,11,31,22,26,16,16,24,15,41,NA,25,39,21,23,33,33,NA,37,21,27,26,29,15
chr7.64030668.F,19,18,21,13,21,30,33,24,16,14,25,40,26,19,27,26,14,20,16,12,27,17,35,22,12,29,28,45,13,33,24,40,21,31,18
chr7.64030669.R,23,44,36,25,10,30,30,15,37,NA,16,39,11,32,22,28,22,18,34,20,42,11,26,39,23,24,38,34,NA,37,22,31,30,33,16
chr7.64030699.R,23,44,36,25,10,30,30,16,38,NA,16,39,11,32,22,28,23,18,34,20,42,12,26,39,23,24,38,34,NA,37,22,31,30,33,16
chr7.64030740.R,23,44,36,25,10,30,30,16,38,NA,16,39,11,32,22,28,23,18,34,20,42,12,26,39,23,24,38,34,NA,37,22,31,30,33,16
chr7.69062853.F,22,15,39,NA,16,22,16,11,42,16,14,25,36,31,17,23,15,19,12,NA,58,NA,53,34,27,15,18,23,13,23,13,25,13,21,NA
chr7.69062887.F,22,15,39,NA,16,22,16,11,42,16,14,25,36,31,17,23,15,19,12,NA,58,NA,53,34,27,15,18,23,13,23,13,25,13,21,NA
chr7.69062888.R,22,24,50,15,24,36,30,26,59,23,14,35,50,68,25,33,31,37,55,23,68,24,41,53,76,22,24,20,18,47,24,42,26,29,11
chr7.69062905.F,21,14,39,NA,15,21,15,11,41,15,13,25,36,30,17,23,14,19,12,NA,56,NA,51,34,26,15,17,23,13,23,13,25,13,21,NA
chr7.69062906.R,23,24,50,15,24,36,30,26,59,23,15,35,50,68,25,33,31,37,55,23,68,24,41,53,76,22,25,20,18,47,24,42,27,29,11
chr7.69062907.F,22,14,38,NA,16,22,16,11,42,16,13,25,36,31,17,23,14,19,12,NA,56,NA,52,34,26,15,18,23,13,23,13,25,13,21,NA
chr7.69062908.R,23,24,50,15,24,36,27,26,59,23,15,35,50,68,25,33,31,37,55,23,68,24,41,54,76,22,25,20,18,46,24,42,27,29,11
chr7.69062909.F,22,14,39,NA,16,22,16,11,42,16,13,25,36,31,17,23,14,19,12,NA,56,NA,52,34,26,15,18,23,13,23,13,25,13,21,NA
chr7.69062910.R,23,24,50,15,24,36,30,25,59,23,15,35,50,68,25,33,31,37,55,23,68,24,41,54,75,22,25,20,18,47,24,42,27,29,11
chr7.69062911.F,22,14,39,NA,16,22,16,11,42,16,13,25,36,31,17,23,14,19,12,NA,56,NA,52,34,26,15,18,22,13,23,13,25,13,21,NA
chr7.69062912.R,23,24,50,15,24,36,30,26,59,23,15,35,50,68,25,33,31,37,55,23,68,24,41,54,76,22,25,20,18,47,24,42,27,29,11
chr7.69062913.F,22,14,39,NA,16,22,16,11,39,15,13,25,36,30,17,22,14,19,12,NA,56,NA,52,34,26,15,18,22,13,23,13,25,13,21,NA
chr7.69062914.R,23,24,50,15,24,36,30,26,59,23,15,35,50,68,25,33,31,37,56,23,68,24,41,54,76,22,25,20,18,47,24,42,27,29,11
chr7.69062941.F,21,14,38,NA,16,21,15,11,40,16,12,24,36,31,17,23,14,18,12,NA,55,NA,51,34,25,14,17,21,13,22,13,25,13,21,NA
chr7.69062942.R,23,24,50,15,24,36,30,26,59,23,15,35,50,68,25,33,31,37,56,23,67,24,41,54,75,22,25,20,18,48,24,41,27,29,11
chr7.69062943.F,21,14,38,NA,16,20,15,11,40,16,12,24,36,31,17,23,14,18,12,NA,55,NA,51,34,25,14,17,21,13,22,13,24,13,20,NA
chr7.69062944.R,23,24,50,15,24,36,27,26,59,23,15,34,50,68,25,33,31,37,56,23,68,24,41,54,76,22,25,20,18,48,24,42,27,29,11
chr7.69062949.F,21,14,38,NA,16,21,15,11,40,16,12,24,36,31,17,23,14,18,12,NA,54,NA,49,34,25,14,17,21,13,22,13,23,13,20,NA
chr7.69062950.R,23,24,50,15,24,36,30,26,59,23,15,35,50,68,24,33,31,37,56,22,68,24,41,54,76,22,25,20,18,48,24,42,27,29,11
chr7.69062955.R,23,24,49,15,24,36,30,26,59,23,15,35,50,68,25,33,31,37,56,23,68,24,41,54,76,22,25,20,18,48,24,42,27,29,11
chr7.69062962.R,23,24,50,15,24,36,30,26,59,23,15,35,50,68,25,33,31,37,56,23,68,24,41,54,76,22,25,20,18,48,24,42,27,29,11
chr7.69062972.R,23,24,50,15,24,36,30,26,59,23,15,35,50,68,25,33,31,37,56,23,68,24,41,54,76,22,25,20,18,48,24,42,27,29,11
chr7.126891700.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,15,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,14
chr7.126891703.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,27,23,19,15,26,24,17,20,NA,23,20,18,14
chr7.126891705.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,14
chr7.126891723.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,14
chr7.126891729.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,14
chr7.126891732.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,14
chr7.126891742.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,14
chr7.126891746.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,14
chr7.126891750.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,13
chr7.126891754.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,13
chr7.126891756.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,13
chr7.126891762.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,13
chr7.126891767.F,10,13,28,11,13,18,20,11,12,NA,14,19,11,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,13
chr7.126891769.F,NA,12,28,11,13,18,20,11,12,NA,14,19,10,14,11,12,NA,15,16,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,12
chr7.126891771.F,NA,12,28,10,13,18,20,11,11,NA,14,19,10,14,11,12,NA,15,15,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,12
chr7.126891777.F,NA,12,28,10,13,18,20,11,11,NA,14,19,10,14,11,12,NA,15,14,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,12
chr7.126891781.F,NA,12,28,10,13,18,20,11,11,NA,14,19,10,14,11,12,NA,15,14,NA,22,10,28,23,19,15,26,24,17,20,NA,23,20,18,12
chr7.126891793.F,NA,11,26,10,12,17,20,11,11,NA,13,18,10,14,11,12,NA,15,13,NA,20,10,27,22,19,15,23,23,16,20,NA,22,19,16,10
chr7.126891795.F,NA,11,26,10,12,17,20,11,11,NA,13,18,10,14,11,12,NA,15,13,NA,20,10,27,22,19,15,23,23,16,20,NA,22,19,16,10
chr7.126891815.R,16,16,31,12,25,16,20,15,15,NA,16,17,12,16,16,15,12,17,11,11,27,17,20,18,20,26,22,32,16,37,20,24,38,21,17
chr7.126891833.R,17,16,32,12,27,16,20,16,15,NA,16,17,12,16,16,15,12,17,11,11,27,18,20,19,20,26,22,32,17,38,21,26,38,24,17
chr7.126891863.R,17,16,32,13,28,17,20,16,16,NA,16,17,12,16,16,15,12,16,11,11,27,18,20,19,20,26,22,33,17,39,21,26,38,24,17
chr7.126891902.R,17,16,32,13,28,17,20,16,16,NA,16,17,12,16,16,15,12,18,11,11,27,18,20,19,20,26,22,34,18,40,21,27,38,24,17
chr7.126891909.F,32,24,49,22,40,44,29,18,58,NA,24,36,67,26,25,43,25,41,23,24,50,18,50,41,35,32,53,46,58,50,18,45,37,27,13
chr7.126891910.R,17,16,32,13,28,17,20,16,16,NA,16,17,12,16,16,15,12,18,11,11,27,18,20,19,20,26,22,34,18,40,21,27,38,24,17
chr7.126891912.F,32,24,49,22,40,44,29,18,58,NA,23,36,67,26,25,43,25,40,23,24,50,18,50,41,35,32,53,46,58,50,18,45,37,27,13
chr7.126891919.F,32,24,49,22,40,44,29,18,58,NA,24,36,67,26,25,43,25,41,23,24,50,18,50,41,35,32,53,46,58,50,18,45,37,27,13
chr7.126891941.F,32,24,49,22,40,44,29,18,58,NA,24,36,67,26,25,43,25,41,23,24,50,18,49,41,35,32,53,46,58,50,18,45,37,27,13
chr7.126891942.R,24,25,52,22,35,47,35,12,37,NA,12,44,36,20,25,40,31,54,27,25,43,11,27,45,46,39,41,34,31,50,19,41,30,35,22
chr7.126891956.F,32,24,49,22,39,44,29,18,58,NA,24,36,66,26,25,43,25,34,23,24,49,18,49,41,35,32,53,46,58,50,18,45,37,27,13
chr7.126891957.R,27,27,53,22,41,47,35,12,37,NA,12,44,36,19,25,40,31,54,28,26,45,11,28,45,46,39,46,34,31,50,19,41,30,35,25
chr7.126891959.F,32,24,49,22,39,44,29,18,58,NA,24,36,66,26,25,43,24,41,23,24,49,18,49,41,35,32,53,46,58,50,18,45,37,27,13
chr7.126891960.R,27,27,53,23,42,47,35,12,38,NA,12,45,36,20,25,40,31,54,29,28,45,13,29,45,47,39,48,34,31,50,19,41,30,36,26
chr7.126891969.F,32,24,49,22,39,44,29,18,58,NA,24,36,66,26,25,43,24,41,23,24,49,18,49,41,35,32,53,46,57,50,18,45,36,26,13
chr7.126891970.R,30,27,55,23,45,50,35,12,43,NA,13,46,36,21,25,40,33,56,29,30,45,14,29,45,47,39,48,34,31,52,21,41,31,37,26
chr7.126891976.F,31,23,49,22,38,43,28,17,58,NA,23,36,66,26,25,43,24,41,23,24,49,18,48,41,35,32,52,46,57,50,18,45,36,26,12
chr7.126891977.R,30,27,55,23,45,51,35,12,44,NA,13,47,36,21,25,40,35,56,29,30,46,14,29,45,47,40,50,34,31,52,22,41,31,37,26
chr7.126891984.F,28,23,48,21,34,40,28,17,57,NA,22,36,66,26,24,43,11,41,19,15,49,11,46,41,34,32,50,43,54,50,16,44,35,25,12
chr7.126891985.R,30,27,55,23,45,52,35,12,44,NA,13,47,36,21,25,40,35,56,29,30,46,14,29,45,47,40,50,34,31,52,22,41,31,37,26
chr7.126891994.F,26,22,47,20,32,34,26,14,54,NA,21,35,66,25,22,41,NA,38,15,NA,48,NA,46,39,31,29,49,43,53,49,16,43,34,25,12
chr7.126891995.R,30,27,55,23,45,52,35,13,44,NA,13,47,36,21,25,40,35,56,29,30,46,14,29,45,47,40,50,34,31,52,22,41,31,37,26
chr7.126891998.F,26,21,47,20,32,34,26,14,54,NA,20,35,66,26,22,40,NA,38,15,NA,47,NA,46,39,30,29,49,43,52,48,16,43,34,25,12
chr7.126891999.R,31,27,55,23,45,52,35,13,44,NA,13,47,36,20,25,40,35,56,29,30,44,14,29,45,47,39,49,34,31,52,22,41,31,37,26
chr7.126892002.R,31,27,55,23,46,52,35,13,44,NA,13,47,36,21,25,40,35,56,29,30,46,14,29,45,47,40,50,34,31,52,22,41,31,37,26
chr7.126892006.R,31,27,55,23,46,52,35,13,44,NA,13,47,36,21,25,40,35,56,29,30,46,15,29,45,47,40,50,34,31,52,22,41,31,37,26
chr7.126892021.R,31,27,55,23,46,52,35,13,44,NA,13,47,36,21,25,40,35,56,29,30,46,15,29,45,47,40,50,34,31,52,22,41,31,37,26
chr7.126892030.R,31,27,55,23,46,52,35,13,44,NA,13,47,36,21,25,40,35,56,29,30,46,15,29,47,49,40,51,34,31,52,22,41,31,37,26
chr7.126892035.R,31,27,55,23,46,52,35,13,43,NA,13,47,36,21,25,40,35,55,29,30,46,15,29,47,49,40,51,34,31,52,22,41,31,37,26
chr7.126892038.F,36,21,49,17,38,33,36,27,52,13,30,33,28,36,34,26,23,34,34,27,37,NA,32,51,49,21,58,38,54,36,31,30,36,42,21
chr7.126892039.R,32,29,55,23,47,52,35,13,44,NA,14,48,37,21,25,40,35,56,30,31,48,15,29,47,49,40,52,35,31,52,23,41,31,37,26
chr7.126892048.F,36,21,49,17,38,33,36,27,52,13,30,33,28,36,34,26,23,34,34,27,37,NA,32,51,49,21,58,38,54,36,31,30,36,42,21
chr7.126892050.F,36,21,49,17,38,33,36,27,52,13,30,33,28,36,33,26,23,29,34,27,37,NA,32,51,49,21,58,38,54,36,31,30,36,42,21
chr7.126892096.F,36,20,49,17,38,31,36,27,51,13,30,33,27,36,33,26,23,34,34,26,37,NA,32,51,46,20,58,38,53,36,31,30,36,42,19
chr7.126892107.F,36,20,49,16,38,28,36,26,48,13,28,33,27,35,32,25,21,33,33,26,36,NA,30,51,46,20,57,37,52,36,31,30,36,42,19
chr7.126892119.F,36,20,49,17,38,30,36,27,50,13,30,33,27,35,33,26,21,34,34,26,37,NA,30,51,46,19,58,37,52,36,31,30,36,42,19
chr7.126892129.F,31,12,55,16,48,31,37,18,35,12,10,35,38,27,18,19,12,26,38,24,26,NA,16,33,27,10,33,27,34,31,25,18,29,46,31
chr7.126892136.F,28,11,44,14,41,29,37,15,32,11,10,34,38,25,17,19,10,25,37,23,23,NA,13,33,25,NA,27,25,30,29,18,15,28,39,30
chr7.126892137.R,27,15,34,NA,39,41,43,18,24,NA,16,26,21,35,10,21,25,13,NA,14,42,NA,11,22,10,NA,28,12,10,20,14,15,18,25,10
chr7.126892167.F,17,11,43,13,41,15,12,15,32,11,10,34,33,25,17,19,10,25,37,22,21,NA,13,31,25,NA,25,25,29,29,18,15,28,38,30
chr7.126892168.R,28,15,35,NA,38,42,43,18,24,NA,16,27,21,35,10,21,25,13,NA,14,42,NA,11,22,10,NA,29,12,10,20,14,15,18,25,10
chr7.126892169.F,17,11,43,14,41,16,12,15,32,11,10,34,33,25,17,19,10,25,37,22,21,NA,13,31,25,NA,25,25,29,29,18,15,28,37,30
chr7.126892170.R,28,15,35,NA,39,42,43,18,24,NA,16,27,21,35,10,21,25,13,NA,14,42,NA,11,22,10,NA,29,12,10,20,14,15,18,25,10
chr7.126892174.F,17,11,43,14,41,16,12,15,32,11,10,34,33,25,17,19,10,25,37,22,21,NA,13,31,25,NA,25,25,29,29,18,15,28,38,30
chr7.126892175.R,28,15,35,NA,39,42,43,18,24,NA,16,27,21,35,10,21,25,13,NA,14,42,NA,11,22,10,NA,30,12,10,20,14,15,18,25,10
chr7.126892185.F,17,11,43,14,41,16,12,15,32,10,10,34,33,25,17,19,10,25,37,22,21,NA,13,31,25,NA,24,25,29,29,18,15,28,38,30
chr7.126892186.R,28,15,35,NA,39,42,43,18,24,NA,16,27,21,35,10,21,25,13,NA,14,42,NA,11,22,10,NA,30,12,10,20,14,15,18,25,10
chr7.126892193.F,16,11,43,14,41,16,NA,15,32,10,10,33,33,25,17,19,10,25,36,22,20,NA,13,31,25,NA,23,25,29,29,18,15,28,38,30
chr7.126892194.R,28,15,35,NA,39,42,43,18,24,NA,16,27,21,35,10,21,25,13,NA,14,42,NA,11,22,10,NA,30,12,10,20,14,15,18,25,10
chr7.126892197.R,28,15,35,NA,39,42,43,18,24,NA,16,27,21,35,10,21,25,13,NA,14,42,NA,11,22,10,NA,30,12,10,20,14,15,18,25,10
chr7.126892208.R,28,15,35,NA,39,42,43,18,24,NA,16,27,21,35,10,21,25,13,NA,14,42,NA,11,22,10,NA,30,12,10,20,14,15,18,25,10
chr7.126892228.F,35,28,61,23,72,57,55,37,88,22,62,56,51,52,38,66,43,63,52,31,73,11,41,85,101,45,93,48,53,53,44,51,52,54,42
chr7.126892249.F,35,28,61,23,72,57,55,37,88,22,62,56,51,52,38,66,43,63,52,31,69,11,40,84,101,44,91,48,53,53,44,51,52,54,42
chr7.126892254.F,35,28,61,23,72,57,55,37,88,22,62,56,51,52,38,66,43,63,52,31,69,11,40,84,101,45,91,48,53,53,44,51,52,54,42
chr7.126892264.F,35,28,60,23,72,57,55,37,86,21,62,55,50,52,38,66,43,63,52,31,68,11,39,84,100,44,91,48,53,53,44,51,52,53,42
chr7.126892280.F,35,28,61,23,72,57,55,37,88,22,62,56,51,52,38,66,43,63,52,31,69,11,40,84,101,45,91,48,53,53,44,51,52,54,42
chr7.126892283.F,35,28,61,23,72,57,55,37,88,22,62,56,51,52,38,66,43,63,52,31,69,11,40,84,101,45,91,48,53,53,44,51,52,54,42
chr7.126892287.F,35,28,61,23,72,57,55,37,88,22,62,56,51,52,38,66,43,63,52,31,69,11,40,84,101,45,91,48,53,53,44,51,52,54,42
chr7.126892300.F,35,28,60,23,72,57,54,37,83,22,61,55,51,52,38,66,42,63,51,31,69,11,40,82,101,45,89,48,53,53,44,51,52,54,42
chr7.126892301.R,31,43,65,40,77,45,62,29,89,11,53,53,55,69,62,58,30,43,29,27,61,13,39,69,75,73,90,42,47,57,50,43,58,43,24
chr7.126892303.F,35,28,61,23,72,57,54,37,85,22,61,55,51,52,38,66,42,63,51,31,69,11,40,83,101,45,87,48,53,53,44,51,52,54,42
chr7.126892304.R,31,43,66,40,77,45,62,29,89,10,56,53,55,69,62,58,30,43,29,27,61,13,40,69,75,73,92,42,47,57,50,43,58,43,24
chr7.126892307.F,35,28,61,23,72,57,54,36,84,21,61,55,50,52,38,65,42,63,50,31,68,11,40,81,101,44,88,48,53,53,44,51,52,54,42
chr7.126892308.R,31,43,66,40,77,45,62,29,89,11,55,53,55,69,62,58,30,43,29,27,61,13,40,69,75,73,92,42,47,57,50,43,58,43,24
chr7.126892309.F,35,28,61,23,72,57,54,36,80,22,61,55,48,51,38,65,42,63,51,31,67,11,38,80,97,45,86,48,53,53,44,51,52,54,42
chr7.126892310.R,31,43,66,40,78,45,62,29,89,11,56,53,55,69,62,58,30,43,29,27,61,13,40,69,75,73,92,42,47,57,50,43,58,43,24
chr7.126892324.F,33,24,56,21,70,51,50,33,76,18,57,54,45,50,36,61,37,60,47,28,60,10,34,79,95,44,78,42,50,50,39,51,51,53,36
chr7.126892325.R,34,44,67,41,84,48,62,30,93,11,58,54,56,71,64,57,33,45,32,30,65,13,41,70,77,75,93,43,47,57,54,45,60,44,25
chr7.126892347.R,35,45,67,41,87,49,64,31,99,12,62,63,57,74,65,59,36,40,34,33,66,14,43,71,79,76,95,45,47,58,54,45,64,46,26
chr7.126892350.R,35,45,67,41,87,49,66,32,101,12,62,63,57,74,65,60,36,46,34,33,67,14,43,71,79,76,95,45,47,58,54,46,64,47,27
chr7.126892393.F,27,19,51,30,57,32,34,27,54,16,49,59,31,47,42,39,26,36,26,30,47,10,33,48,45,29,58,34,49,48,43,44,46,38,37
chr7.126892394.R,35,45,67,42,87,49,66,32,101,12,62,63,57,74,65,60,36,46,34,33,67,14,43,71,79,76,95,45,47,58,54,46,64,48,28
chr7.126892480.R,54,60,75,35,130,68,62,38,91,10,56,90,59,69,69,71,44,45,49,39,81,26,30,84,50,61,145,54,133,79,40,69,66,70,37
chr7.126892517.R,54,60,75,35,130,68,62,38,91,10,56,90,59,69,69,71,44,45,49,39,82,26,30,84,50,61,145,53,133,78,40,69,66,70,37
chr7.142494755.F,NA,15,36,NA,20,14,20,NA,30,12,24,18,35,46,18,32,17,18,11,20,35,NA,41,51,19,37,16,26,11,20,24,28,21,10,NA
chr7.142494761.F,NA,15,36,NA,20,14,20,NA,30,12,24,18,35,46,18,32,17,18,11,20,35,NA,41,51,19,37,16,26,11,20,24,28,21,10,NA
chr7.142494769.F,NA,15,36,NA,20,14,20,NA,30,12,24,18,35,46,18,32,17,18,11,20,35,NA,41,51,19,37,16,26,11,20,24,28,21,10,NA
chr7.142494773.F,NA,15,36,NA,20,14,20,NA,30,12,24,18,35,46,18,32,17,18,11,20,35,NA,41,51,19,37,16,26,11,20,24,28,21,10,NA
chr7.142494785.F,NA,15,36,NA,20,14,20,NA,30,12,24,18,34,46,18,32,17,18,11,20,34,NA,41,51,19,37,16,26,11,20,24,28,21,10,NA
chr7.142494792.F,NA,15,36,NA,20,14,20,NA,30,12,24,18,35,46,18,32,17,18,11,20,35,NA,41,51,19,37,16,26,11,20,24,28,21,10,NA
chr7.142494799.F,NA,15,36,NA,20,14,20,NA,30,12,24,18,35,46,17,32,17,18,11,20,35,NA,41,51,19,37,16,26,11,20,24,28,21,10,NA
chr7.142494822.F,NA,15,36,NA,20,13,20,NA,30,12,24,18,34,46,17,32,17,18,10,20,35,NA,41,51,19,37,16,26,11,20,24,28,21,10,NA
chr7.142494823.R,19,13,32,13,24,29,38,22,39,NA,41,32,16,20,27,27,15,22,33,19,49,NA,25,49,32,25,20,34,15,41,23,24,11,20,12
chr7.142494833.F,NA,15,36,NA,19,11,20,NA,30,12,24,18,33,45,17,32,17,18,10,19,35,NA,41,51,19,37,15,25,11,20,23,27,21,10,NA
chr7.142494834.R,20,13,32,13,26,30,39,22,41,NA,41,32,16,20,27,27,16,22,33,19,49,NA,25,50,32,25,20,35,15,41,24,24,11,20,12
chr7.142494835.F,NA,15,36,NA,19,11,20,NA,30,12,24,18,33,45,17,32,17,18,10,19,35,NA,41,51,19,37,15,25,11,20,23,27,21,NA,NA
chr7.142494836.R,20,13,32,13,26,30,39,22,41,NA,41,32,17,20,27,27,16,22,33,19,49,NA,25,50,32,25,20,35,15,41,25,24,11,20,12
chr7.142494849.F,NA,14,33,NA,17,NA,20,NA,30,11,23,18,29,45,17,32,13,17,10,19,30,NA,41,51,18,37,14,24,11,18,22,26,20,NA,NA
chr7.142494850.R,20,14,32,13,26,30,39,24,42,NA,42,35,17,20,27,27,18,24,37,21,50,NA,27,51,32,26,23,35,17,41,26,24,12,21,12
chr7.142494857.R,20,14,32,13,26,30,39,23,43,NA,42,35,17,20,27,27,18,24,37,21,49,NA,27,51,32,26,24,35,17,41,27,24,12,21,12
chr7.142494859.R,20,14,32,13,26,30,39,24,43,NA,42,36,17,20,27,27,18,24,37,21,50,NA,26,51,32,26,25,35,17,41,27,24,12,21,12
chr7.142494872.R,20,14,32,13,26,30,39,24,43,NA,42,36,17,20,27,27,18,24,37,21,50,NA,27,51,32,26,25,35,17,41,27,24,12,21,12
chr7.142494874.R,20,14,32,13,26,30,39,24,43,NA,42,36,17,20,27,27,18,24,37,21,50,NA,27,51,32,26,25,35,17,41,27,24,12,21,12
chr7.142494878.R,20,14,32,13,26,30,39,24,44,NA,42,36,17,20,27,27,18,24,37,21,50,NA,27,51,32,26,25,35,17,41,27,24,12,21,12
chr7.142494880.R,20,14,32,13,26,30,39,24,44,NA,42,36,17,20,27,27,18,24,37,21,50,NA,27,51,32,26,25,35,17,41,27,24,12,21,12
chr7.142494884.R,20,14,32,13,26,30,39,24,44,NA,42,36,17,20,27,27,18,24,37,21,50,NA,27,51,32,26,25,35,17,41,27,24,12,21,12
chr7.142494904.R,20,14,32,13,26,30,39,24,44,NA,42,36,17,20,27,27,18,24,37,21,50,NA,27,51,32,26,25,35,17,41,27,24,12,21,12
chr7.142494915.R,20,14,32,13,26,30,39,24,44,NA,42,36,17,20,27,27,18,24,37,21,50,NA,27,51,32,26,26,35,17,41,27,24,12,21,12
chr8.68864872.F,26,39,46,17,57,38,49,36,67,15,32,50,50,65,43,38,19,37,40,20,51,28,50,69,52,38,32,50,40,44,41,54,41,50,34
chr8.68864877.F,26,39,46,17,57,38,49,36,67,15,32,50,50,65,43,38,19,37,40,20,51,28,50,69,52,38,32,50,40,44,41,54,41,50,34
chr8.68864882.F,26,39,46,17,57,38,49,36,67,15,32,50,50,65,43,38,19,37,40,20,51,28,50,69,52,38,32,50,40,44,41,54,41,50,34
chr8.68864896.F,26,39,46,17,57,38,49,36,67,15,32,50,50,65,43,38,19,37,40,20,51,28,50,68,51,38,32,50,40,44,41,54,41,50,34
chr8.68864898.F,26,39,46,17,57,38,49,36,67,15,32,50,50,65,43,38,19,37,40,20,51,28,50,69,52,38,32,50,40,44,41,54,41,50,34
chr8.68864908.F,26,39,46,17,57,38,49,36,67,15,32,50,50,65,43,38,19,37,40,20,51,28,50,69,52,38,32,50,40,44,41,54,41,50,34
chr8.68864921.F,26,39,46,17,57,38,49,36,67,15,31,49,50,65,43,38,19,37,39,20,51,28,50,69,52,38,32,50,40,44,41,54,40,50,33
chr8.68864925.F,26,39,46,17,57,38,49,36,67,15,31,49,50,65,43,38,19,37,39,20,51,28,50,69,52,38,31,50,40,44,40,54,40,50,33
chr8.68864927.F,26,39,46,17,57,38,49,35,67,15,31,48,49,64,43,38,19,37,39,20,51,28,48,69,52,38,30,50,40,44,40,54,40,50,33
chr8.68864931.F,26,39,46,17,55,38,49,36,67,15,31,48,50,64,43,38,19,37,39,20,50,28,48,69,51,38,30,50,40,44,40,54,40,50,33
chr8.68864933.F,26,39,46,17,55,38,49,36,67,15,31,48,50,64,43,38,18,37,39,20,51,28,48,69,51,38,30,50,40,44,40,54,40,50,33
