,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr7.44144193.F,16,28,8,21,12,0,0,0,0,0,0,3,0,1,0,3,23,7,43,13,0,11,1,0,0,0,48,0,2,1,11,0,2,0,16
chr7.44144194.R,13,38,7,17,31,0,3,0,1,NA,1,0,0,1,1,0,9,3,23,11,0,9,0,0,0,1,24,0,5,1,15,1,3,0,17
chr7.44144229.R,0,41,1,17,10,0,0,0,0,NA,0,2,0,0,0,0,8,0,24,11,0,9,0,2,0,0,9,0,5,0,15,0,0,0,8
chr7.44144231.R,0,36,0,16,8,0,0,0,0,NA,0,0,0,0,1,0,8,0,22,11,2,8,0,3,0,0,13,0,4,0,16,0,0,0,11
chr7.44144239.F,1,33,0,16,22,0,0,1,0,NA,0,1,0,0,1,1,15,0,20,8,1,14,0,3,0,1,16,0,3,0,8,0,0,0,16
chr7.44144240.R,2,42,0,18,19,0,0,0,1,NA,1,1,0,2,2,0,8,0,24,11,1,10,1,2,0,1,20,0,9,1,17,1,1,3,17
chr7.44144249.F,0,33,0,16,21,0,0,1,0,NA,0,0,0,0,0,1,11,0,23,8,1,13,0,0,0,0,12,0,3,0,8,0,0,0,13
chr7.44144251.F,0,22,0,15,19,0,0,0,0,NA,0,0,0,0,1,1,13,0,23,8,0,14,0,2,0,1,11,0,3,0,8,0,0,0,14
chr7.44144253.F,0,21,0,7,9,0,0,0,0,NA,0,0,0,0,1,0,15,0,16,8,0,13,0,0,0,0,11,0,3,0,8,0,0,0,12
chr7.44144258.F,0,28,0,16,15,0,0,0,0,NA,0,0,0,0,0,1,13,0,23,8,0,14,0,2,0,0,12,0,2,0,4,1,0,1,17
chr7.44144260.F,0,32,0,16,3,0,0,0,0,NA,0,0,0,0,1,0,13,0,7,7,0,13,0,0,0,0,10,0,1,0,2,0,0,0,11
chr7.44144269.F,0,20,0,13,3,0,0,0,2,NA,0,1,0,0,0,0,10,0,9,8,2,9,0,0,0,1,12,0,2,0,3,0,0,0,6
chr7.44144273.F,1,16,0,7,3,0,0,0,1,NA,1,0,0,0,0,1,7,0,15,3,2,10,0,0,0,2,9,0,4,0,6,0,0,0,9
chr7.44144277.F,14,32,0,15,23,0,0,0,0,NA,0,1,1,0,0,1,7,1,19,6,0,9,0,0,0,0,15,0,1,0,7,0,0,1,16
chr7.44144279.F,12,32,0,15,14,0,0,0,0,NA,0,0,0,1,0,1,6,0,19,6,1,10,0,0,0,1,12,0,2,1,6,0,0,2,14
chr7.44144284.F,10,26,0,12,5,0,0,2,5,NA,0,3,3,0,0,2,8,1,16,6,1,10,1,0,0,1,14,0,1,0,7,0,0,0,15
chr7.44144308.F,8,10,2,5,5,1,0,0,0,NA,0,0,0,2,0,1,4,0,12,NA,0,8,0,0,0,0,2,0,2,0,4,0,0,0,6
chr7.44144334.F,3,14,1,5,7,0,0,0,0,NA,0,0,0,0,0,1,2,0,7,NA,0,4,0,1,1,0,2,0,1,0,4,0,0,0,5
chr7.44144335.R,3,20,1,20,11,0,0,0,1,NA,0,0,0,0,1,1,6,0,15,NA,0,18,0,0,0,1,5,0,4,0,3,1,0,0,6
chr7.44144338.F,8,12,2,6,5,1,0,0,0,NA,0,0,0,0,1,0,2,0,10,NA,0,5,0,0,0,0,5,0,1,0,5,0,0,0,5
chr7.44144339.R,6,20,1,21,13,0,0,0,2,NA,0,0,0,0,4,0,6,0,14,NA,3,22,0,1,0,2,10,0,4,0,4,0,0,0,7
chr7.44144345.R,3,16,1,19,2,0,0,0,1,NA,0,0,0,1,0,0,6,0,19,NA,0,23,0,0,0,2,6,0,4,0,1,0,0,0,6
chr7.44144355.R,2,19,0,21,4,0,0,0,1,NA,0,0,0,0,1,0,5,0,19,NA,4,18,0,3,2,1,7,0,4,0,4,0,0,0,5
chr7.44144358.R,3,17,0,16,1,0,0,0,1,NA,0,0,0,0,0,0,5,0,18,NA,0,16,0,1,0,2,6,0,4,0,1,0,0,1,4
chr7.44144361.R,1,15,0,11,2,0,0,0,0,NA,0,0,0,0,0,0,6,0,10,NA,0,19,0,0,0,1,0,0,2,0,1,0,0,0,4
chr7.44144367.R,5,19,0,16,2,0,0,0,0,NA,0,1,0,0,1,0,6,0,20,NA,0,23,0,1,2,0,10,0,4,0,3,0,0,0,6
chr7.44144379.R,1,16,0,17,3,0,0,0,0,NA,0,1,0,0,0,0,6,0,10,NA,1,21,0,0,0,0,9,0,4,0,3,0,0,0,7
chr7.44144413.R,1,14,1,16,0,0,0,0,0,NA,1,0,0,0,2,0,6,0,8,NA,1,23,0,0,0,1,6,0,2,0,0,0,0,0,6
chr7.45613877.F,30,28,12,12,9,0,1,NA,0,NA,0,0,0,NA,0,0,3,NA,NA,12,1,18,0,0,0,0,22,1,2,0,3,0,0,0,16
chr7.45613878.R,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,0,NA,0,0,NA,0,2,0,0,0,0,0,0,0,4
chr7.45613884.F,31,28,13,10,9,0,2,NA,0,NA,0,0,0,NA,0,0,3,NA,NA,10,0,18,0,0,0,0,22,1,2,0,3,0,0,0,19
chr7.45613891.F,31,28,15,12,11,0,2,NA,0,NA,0,0,0,NA,0,0,3,NA,NA,12,3,18,1,2,0,1,21,2,4,0,3,0,0,0,19
chr7.45613896.F,30,28,15,12,10,0,0,NA,0,NA,0,0,0,NA,0,0,3,NA,NA,12,0,18,0,0,1,0,22,1,2,0,3,0,0,1,19
chr7.45613898.F,29,28,15,12,11,0,0,NA,0,NA,0,1,0,NA,0,0,3,NA,NA,12,6,18,0,0,1,0,22,1,2,1,3,0,0,2,17
chr7.45613902.F,29,27,15,12,11,0,2,NA,0,NA,0,1,0,NA,0,0,4,NA,NA,12,0,17,0,0,0,0,21,1,4,0,4,0,0,1,18
chr7.45613905.F,28,28,14,12,10,0,0,NA,0,NA,0,0,0,NA,0,0,3,NA,NA,12,3,18,1,2,0,0,22,0,2,0,3,1,0,1,18
chr7.45613908.F,28,28,15,11,9,0,0,NA,1,NA,0,0,0,NA,0,0,3,NA,NA,11,0,18,0,0,0,1,22,0,2,0,3,0,0,0,18
chr7.45613909.R,31,32,22,25,25,1,0,0,2,0,0,0,3,0,0,0,5,2,9,20,0,13,0,0,NA,0,39,1,3,0,11,1,0,0,23
chr7.45613917.F,29,28,15,12,11,1,0,NA,0,NA,1,1,0,NA,0,0,3,NA,NA,11,1,18,0,0,0,0,20,0,2,0,2,0,0,0,19
chr7.45613918.R,32,32,25,26,23,1,0,0,2,0,0,1,0,1,0,0,6,2,9,21,4,15,0,0,NA,1,40,1,3,0,11,1,0,0,23
chr7.45613921.F,25,26,15,12,11,0,0,NA,0,NA,0,0,0,NA,0,0,2,NA,NA,8,0,12,0,0,1,0,21,0,2,0,2,0,0,0,19
chr7.45613922.R,33,32,24,26,26,1,0,0,0,0,2,0,0,0,0,0,6,2,9,20,0,14,0,0,NA,1,41,1,3,0,11,0,0,0,23
chr7.45613926.F,23,27,15,12,11,0,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,NA,8,0,12,1,0,0,0,21,0,3,0,3,0,0,0,18
chr7.45613927.R,33,35,24,26,26,0,0,0,0,0,2,0,0,0,0,0,5,2,9,18,2,14,0,0,NA,1,39,1,3,0,11,1,0,0,22
chr7.45613928.F,25,26,15,12,11,0,0,NA,0,NA,0,0,0,NA,0,0,2,NA,NA,9,1,13,0,0,0,0,21,0,3,0,3,1,0,1,18
chr7.45613929.R,33,34,24,26,25,0,0,0,0,0,0,0,0,0,0,0,6,2,9,20,2,13,0,0,NA,0,41,1,2,0,11,0,0,0,23
chr7.45613932.F,25,27,15,12,11,0,0,NA,0,NA,0,0,0,NA,0,1,2,NA,NA,9,1,13,1,0,0,0,20,0,3,0,3,0,0,0,16
chr7.45613933.R,33,34,25,24,27,0,0,0,0,0,0,0,0,0,0,0,6,2,9,20,0,16,5,0,NA,0,37,1,1,0,11,0,0,0,22
chr7.45613944.F,22,26,11,10,6,0,0,NA,0,NA,NA,0,0,NA,0,0,2,NA,NA,7,0,10,1,0,0,0,22,0,3,0,3,0,0,0,16
chr7.45613945.R,32,36,26,26,26,1,0,0,2,0,0,0,0,0,0,3,6,2,9,21,2,15,0,2,NA,1,42,1,3,0,10,0,0,0,23
chr7.45613951.R,32,36,23,26,24,0,0,0,0,0,0,0,0,0,0,0,6,1,9,21,0,15,0,0,NA,0,43,1,3,0,11,0,0,0,24
chr7.45613953.R,33,35,24,26,23,0,0,0,2,0,0,0,0,0,0,0,6,3,7,21,0,15,0,0,NA,0,42,1,3,0,11,0,0,0,23
chr7.45613956.R,34,36,26,26,24,0,0,0,0,0,0,0,0,0,0,0,8,2,9,22,0,14,1,0,NA,0,43,1,2,0,11,0,0,0,24
chr7.45613960.R,27,34,24,26,23,0,0,0,2,0,0,0,0,0,0,0,7,2,9,20,0,15,0,0,NA,0,40,1,3,0,11,0,0,0,23
chr7.45613970.R,34,36,26,26,22,0,0,0,2,0,0,0,0,0,0,0,7,2,9,22,0,16,0,0,NA,0,39,1,1,0,11,0,0,0,23
chr7.45613972.R,33,36,27,26,24,0,0,0,0,0,0,0,0,0,0,0,7,2,9,21,0,16,0,0,NA,0,43,1,2,0,11,0,0,0,24
chr7.45613977.R,34,35,27,25,27,1,1,0,2,0,0,0,0,0,0,0,7,2,9,22,0,16,2,0,NA,0,43,1,3,0,11,0,0,0,23
chr7.45614242.F,8,18,7,4,3,0,0,0,1,0,0,0,NA,0,0,1,3,1,0,4,0,8,0,2,0,0,12,0,NA,0,4,0,0,0,8
chr7.45614246.F,8,15,7,6,3,0,0,0,0,0,0,0,NA,0,0,0,4,0,0,5,0,8,0,0,0,0,12,0,NA,0,4,0,0,0,6
chr7.45614250.F,8,18,6,6,3,0,0,0,0,0,0,0,NA,0,0,0,3,1,0,5,0,7,0,2,0,0,12,1,NA,0,4,0,0,0,8
chr7.45614253.F,6,18,7,5,3,1,0,0,0,0,0,0,NA,0,0,0,3,1,0,5,0,8,0,2,0,0,12,0,NA,0,4,0,0,0,8
chr7.45614262.F,10,17,6,6,3,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,5,0,7,3,2,0,0,12,1,NA,0,4,0,0,0,7
chr7.45614282.F,8,17,7,6,3,0,0,0,0,0,0,0,NA,0,0,0,3,1,0,5,0,8,0,2,0,0,12,0,NA,0,4,0,0,0,8
chr7.45614290.F,8,17,7,6,3,0,0,0,0,0,0,0,NA,0,0,0,3,1,0,5,0,7,0,0,0,0,11,0,NA,0,4,0,0,0,8
chr7.45614292.F,8,18,7,6,3,0,0,1,0,0,0,0,NA,0,0,0,3,1,0,5,0,8,0,2,0,0,12,0,NA,0,4,0,0,0,8
chr7.45614300.F,8,17,7,6,3,0,0,0,0,0,0,0,NA,0,0,0,3,1,0,5,0,8,0,2,0,0,12,0,NA,0,3,0,0,0,8
chr7.45614301.R,21,18,7,16,3,0,0,NA,0,NA,0,0,0,0,0,0,2,1,2,12,0,NA,NA,0,NA,0,7,0,NA,0,3,0,0,0,10
chr7.45614305.F,7,17,6,6,1,0,0,0,0,0,0,0,NA,0,0,0,3,1,0,NA,0,6,0,2,0,0,12,0,NA,0,3,0,0,0,6
chr7.45614306.R,22,19,8,16,4,1,0,NA,0,NA,0,0,0,0,0,0,2,1,3,15,0,NA,NA,0,NA,0,7,0,NA,0,3,1,1,0,13
chr7.45614318.F,7,16,5,6,NA,0,0,0,0,0,0,0,NA,0,0,0,2,1,0,NA,1,6,0,2,0,0,12,0,NA,0,3,0,0,0,6
chr7.45614319.R,18,18,8,13,4,0,0,NA,0,NA,1,0,0,0,0,0,8,1,2,19,0,7,NA,0,NA,0,8,0,NA,1,5,1,0,0,14
chr7.45614324.F,6,17,6,6,NA,0,0,0,1,0,1,0,NA,0,0,0,2,1,0,NA,0,6,0,0,0,0,12,0,NA,0,3,0,0,0,6
chr7.45614325.R,21,18,9,15,4,0,0,NA,0,NA,0,0,0,0,0,0,8,1,6,19,0,7,NA,0,NA,0,8,0,NA,1,5,0,0,0,14
chr7.45614333.F,7,16,4,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,1,0,NA,1,6,0,0,0,0,10,0,NA,0,3,0,0,0,4
chr7.45614334.R,19,19,10,16,5,2,0,NA,2,NA,0,0,0,0,0,0,8,1,4,19,0,7,NA,0,NA,0,8,0,NA,1,5,0,0,0,15
chr7.45614340.F,7,17,3,5,NA,0,0,NA,0,NA,0,0,NA,3,0,0,0,0,0,NA,0,6,0,0,0,0,11,1,NA,0,2,1,0,0,3
chr7.45614341.R,19,19,8,16,6,2,0,NA,0,NA,0,0,0,0,0,0,8,1,4,20,0,6,NA,0,NA,0,8,0,NA,0,6,0,0,0,14
chr7.45614358.R,22,19,10,15,5,1,0,NA,0,NA,0,0,0,0,1,0,8,1,4,20,2,7,NA,0,NA,0,8,0,NA,1,6,0,0,0,15
chr7.45614362.R,22,18,10,16,6,0,0,NA,0,NA,0,0,0,0,0,0,8,1,4,19,0,7,NA,0,NA,0,8,0,NA,0,5,0,0,0,15
chr7.45614364.R,22,19,10,16,6,0,0,NA,0,NA,0,0,0,0,0,0,8,1,4,20,0,7,NA,0,NA,0,8,2,NA,0,6,0,0,0,15
chr7.45614370.R,23,19,9,16,5,0,0,NA,0,NA,0,0,0,0,0,0,8,0,4,20,0,6,NA,0,NA,0,8,0,NA,1,6,0,0,2,15
chr7.45614377.R,21,19,10,14,4,0,0,NA,0,NA,0,0,0,0,0,0,8,0,4,18,0,6,NA,0,NA,0,8,0,NA,0,5,1,0,0,15
chr7.45614389.R,20,16,8,16,6,0,0,NA,0,NA,0,0,0,0,0,0,8,0,4,20,0,7,NA,0,NA,0,8,0,NA,0,6,0,0,0,15
chr7.45614391.R,19,19,9,16,6,0,0,NA,0,NA,0,0,0,0,0,0,8,0,4,18,0,6,NA,0,NA,1,9,0,NA,0,6,0,0,0,14
chr7.45614394.R,21,18,10,16,6,0,0,NA,2,NA,1,0,0,0,0,0,8,0,4,20,0,7,NA,0,NA,0,8,0,NA,0,5,0,0,0,13
chr7.64030593.F,13,12,4,8,10,0,0,0,1,0,2,4,2,0,0,3,10,0,10,8,3,3,2,0,0,4,24,0,0,2,6,0,19,0,9
chr7.64030596.F,11,11,4,8,10,0,0,0,1,0,1,0,0,0,2,4,8,0,10,8,0,3,2,0,0,3,24,0,0,2,6,1,19,1,9
chr7.64030613.F,13,12,4,8,11,0,0,0,1,0,2,4,2,0,0,5,10,0,10,8,3,3,5,0,1,4,24,0,0,2,6,0,17,0,9
chr7.64030629.F,13,12,4,8,5,0,0,0,1,0,0,1,2,0,0,2,9,0,11,8,0,3,0,0,0,2,24,0,0,2,6,0,15,0,9
chr7.64030631.F,13,12,4,8,8,1,0,0,1,0,0,4,2,0,0,4,10,0,10,7,4,3,0,0,0,2,24,0,0,2,5,0,18,0,7
chr7.64030644.F,7,10,3,7,2,0,0,0,0,0,1,1,0,0,0,2,9,0,9,8,2,3,0,0,0,1,24,0,0,0,6,0,17,0,5
chr7.64030645.R,10,21,8,11,NA,0,0,0,1,NA,0,0,0,0,1,0,7,1,16,12,2,NA,0,0,0,2,22,0,NA,0,7,0,21,0,5
chr7.64030668.F,11,9,3,8,4,0,0,0,2,0,0,0,0,0,0,2,10,0,8,8,4,4,0,0,0,1,24,0,0,0,6,0,18,0,5
chr7.64030669.R,13,27,13,15,0,0,0,0,7,NA,0,0,0,0,1,0,12,2,24,15,2,10,0,0,0,3,31,0,NA,0,9,0,23,0,6
chr7.64030699.R,12,33,13,15,2,0,0,0,2,NA,0,4,0,0,0,4,12,2,30,17,2,7,0,0,2,2,31,0,NA,0,9,0,23,0,6
chr7.64030740.R,10,36,13,15,0,2,0,1,8,NA,2,1,3,1,6,3,15,3,28,17,5,10,4,3,0,8,32,0,NA,0,9,1,25,0,6
chr7.69062853.F,2,4,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,NA,0,NA,0,0,0,0,4,0,1,0,3,0,0,0,NA
chr7.69062887.F,3,6,1,NA,7,0,0,0,2,0,0,0,0,0,0,1,0,0,5,NA,0,NA,0,0,0,0,5,0,1,0,2,0,0,0,NA
chr7.69062888.R,10,16,0,5,2,1,0,0,0,0,0,1,0,0,0,0,9,1,43,21,0,16,0,1,0,0,8,0,1,0,8,0,0,0,2
chr7.69062905.F,7,7,1,NA,8,0,0,0,0,0,0,0,0,0,1,0,1,0,6,NA,2,NA,0,0,0,0,7,0,1,0,3,0,0,0,NA
chr7.69062906.R,13,16,1,7,6,0,0,0,0,0,0,0,0,0,0,0,10,0,51,21,2,19,0,0,0,0,10,0,1,0,8,0,0,0,2
chr7.69062907.F,8,6,0,NA,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5,NA,0,NA,0,0,0,0,6,0,1,0,3,0,0,0,NA
chr7.69062908.R,13,18,0,6,6,0,0,0,0,0,0,0,1,0,0,0,9,0,51,21,0,18,0,0,0,0,10,0,1,0,8,1,0,0,2
chr7.69062909.F,8,7,1,NA,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5,NA,1,NA,0,0,0,0,6,0,1,0,3,0,0,0,NA
chr7.69062910.R,13,18,0,7,5,0,0,0,0,0,0,0,0,0,1,0,10,0,51,18,0,18,0,1,0,0,9,0,4,0,8,1,0,0,2
chr7.69062911.F,8,7,0,NA,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5,NA,0,NA,0,0,0,1,6,0,1,0,3,0,0,0,NA
chr7.69062912.R,13,18,0,7,7,0,0,0,0,0,0,0,5,1,1,0,10,1,50,21,0,19,0,1,0,0,9,0,1,1,7,1,2,0,2
chr7.69062913.F,8,7,4,NA,8,0,0,1,0,0,0,2,0,0,1,1,2,0,5,NA,0,NA,0,0,0,0,6,0,1,0,3,0,0,0,NA
chr7.69062914.R,13,18,2,7,5,0,0,0,0,0,0,1,0,0,1,1,11,1,52,21,0,19,0,0,0,0,12,0,1,0,8,1,0,1,2
chr7.69062941.F,8,5,0,NA,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5,NA,0,NA,0,0,2,0,6,0,1,0,3,0,0,0,NA
chr7.69062942.R,13,18,2,7,6,0,0,0,0,0,0,1,0,0,0,0,10,0,52,21,0,19,0,1,0,0,8,0,1,0,8,1,0,0,2
chr7.69062943.F,8,6,0,NA,8,0,0,0,2,0,0,0,0,0,0,0,1,0,5,NA,2,NA,0,0,0,0,4,0,1,0,3,1,0,0,NA
chr7.69062944.R,13,18,0,7,6,0,0,0,0,0,1,1,0,0,1,1,10,0,52,21,0,19,0,0,0,1,9,0,1,0,8,1,0,0,2
chr7.69062949.F,7,6,2,NA,8,0,0,0,0,0,1,0,0,0,0,0,1,0,5,NA,0,NA,0,0,0,0,6,0,1,0,3,0,0,0,NA
chr7.69062950.R,13,18,0,7,6,0,0,1,0,0,0,2,0,0,0,0,9,2,50,19,0,18,0,1,2,0,9,0,1,0,8,1,0,0,2
chr7.69062955.R,13,18,0,7,6,0,0,0,4,0,0,0,0,0,0,0,10,1,49,20,0,17,0,1,0,0,10,0,1,1,8,1,0,0,2
chr7.69062962.R,13,18,0,7,6,0,0,0,0,0,0,0,0,0,0,0,10,0,51,21,0,17,0,0,0,0,9,0,1,0,7,1,0,1,2
chr7.69062972.R,11,18,0,7,6,0,0,0,0,0,0,1,0,0,0,0,10,0,52,21,0,19,1,0,0,0,10,0,1,0,8,1,0,0,2
chr7.126891700.F,5,8,0,2,0,0,0,0,0,NA,0,0,0,0,1,0,NA,2,10,NA,1,2,0,2,0,0,8,0,0,0,NA,0,0,0,3
chr7.126891703.F,5,8,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,NA,2,12,NA,0,2,0,2,0,0,8,2,0,0,NA,0,0,0,3
chr7.126891705.F,4,8,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,NA,2,12,NA,0,2,0,0,0,0,7,0,0,0,NA,0,0,0,3
chr7.126891723.F,4,8,0,3,2,0,0,0,0,NA,0,0,0,0,0,0,NA,0,12,NA,0,2,0,0,0,0,8,0,1,1,NA,0,0,0,4
chr7.126891729.F,5,8,0,2,0,1,0,0,0,NA,0,0,0,0,0,1,NA,0,11,NA,0,3,0,3,0,0,9,0,0,0,NA,0,0,0,3
chr7.126891732.F,5,8,0,2,0,1,0,0,0,NA,0,0,0,0,0,1,NA,1,11,NA,0,1,0,2,0,0,7,0,0,0,NA,0,0,0,4
chr7.126891742.F,4,8,0,2,0,0,0,0,0,NA,0,0,0,1,0,0,NA,0,12,NA,1,2,0,3,0,0,7,3,0,1,NA,1,0,0,3
chr7.126891746.F,4,7,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,12,NA,0,2,0,0,0,0,9,0,0,1,NA,1,0,0,2
chr7.126891750.F,5,8,0,2,0,0,1,0,0,NA,0,0,0,0,0,0,NA,0,12,NA,0,2,0,0,0,0,7,0,0,1,NA,0,0,0,1
chr7.126891754.F,5,8,0,2,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,12,NA,0,2,0,0,0,0,8,0,0,0,NA,0,0,0,2
chr7.126891756.F,5,8,0,2,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,12,NA,0,2,0,0,0,0,8,1,0,0,NA,0,0,0,3
chr7.126891762.F,5,8,1,3,0,1,1,0,0,NA,1,0,2,0,0,0,NA,0,12,NA,0,2,0,0,0,0,8,0,0,0,NA,0,0,1,2
chr7.126891767.F,4,8,0,2,2,1,1,0,0,NA,0,0,2,0,0,0,NA,0,12,NA,0,2,3,0,0,0,9,0,0,1,NA,0,0,2,3
chr7.126891769.F,NA,7,0,2,1,0,0,0,0,NA,0,0,2,0,0,0,NA,0,12,NA,0,2,4,0,0,0,8,0,0,1,NA,0,0,0,2
chr7.126891771.F,NA,6,0,1,0,0,1,0,0,NA,0,0,0,0,0,0,NA,0,10,NA,0,1,0,0,0,0,6,0,0,1,NA,3,0,0,2
chr7.126891777.F,NA,7,0,1,0,2,0,0,0,NA,0,0,0,0,0,0,NA,0,10,NA,0,2,0,0,0,0,6,0,0,1,NA,0,0,0,4
chr7.126891781.F,NA,7,0,1,1,1,0,0,0,NA,0,0,0,0,0,0,NA,0,10,NA,0,2,0,0,0,0,8,0,0,0,NA,1,0,1,1
chr7.126891793.F,NA,6,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,8,NA,0,2,0,0,0,0,6,0,0,0,NA,0,0,0,1
chr7.126891795.F,NA,5,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,10,NA,0,2,0,0,0,0,6,0,3,0,NA,0,0,0,1
chr7.126891815.R,5,8,0,3,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,6,6,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2
chr7.126891833.R,6,8,0,3,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,6,0,2,0,0,0,0,2,0,2,0,2,0,0,0,2
chr7.126891863.R,1,3,1,4,6,0,0,0,1,NA,0,0,0,0,0,0,1,0,4,6,0,2,0,0,0,0,2,0,1,0,3,0,0,0,1
chr7.126891902.R,3,6,2,4,8,0,0,0,0,NA,0,0,0,0,0,0,1,0,6,6,1,2,0,0,0,0,2,0,3,0,3,0,0,0,3
chr7.126891909.F,15,13,0,9,16,0,0,0,2,NA,0,0,0,0,0,1,15,0,9,14,0,12,0,0,3,0,24,2,3,0,5,1,0,0,5
chr7.126891910.R,4,7,1,4,10,1,0,0,0,NA,0,0,0,0,0,0,1,0,6,5,0,2,0,0,0,1,2,0,3,0,3,0,0,0,2
chr7.126891912.F,14,13,0,10,15,0,0,0,0,NA,1,0,0,0,0,0,15,0,8,14,1,12,0,0,3,0,24,1,2,0,4,0,0,0,5
chr7.126891919.F,16,15,1,10,19,0,0,0,0,NA,0,0,0,0,0,0,15,1,5,15,1,13,0,0,3,0,24,2,2,0,5,0,0,1,5
chr7.126891941.F,12,15,0,12,14,2,0,0,0,NA,0,0,0,0,0,0,15,0,5,15,0,13,0,0,0,0,24,1,2,0,4,0,0,1,4
chr7.126891942.R,6,14,0,7,3,0,1,0,2,NA,0,0,0,0,2,2,11,0,22,15,0,8,0,0,1,0,11,0,5,0,3,1,0,1,4
chr7.126891956.F,12,15,0,12,16,0,0,0,0,NA,0,0,0,0,0,0,15,0,9,15,0,13,1,3,0,0,24,1,2,0,2,0,0,1,5
chr7.126891957.R,13,16,2,6,8,1,0,0,0,NA,0,0,0,0,0,0,11,2,20,16,0,7,0,0,0,0,15,0,5,0,2,0,0,0,7
chr7.126891959.F,14,13,0,12,15,0,0,0,0,NA,0,0,0,0,0,0,14,0,9,15,0,12,0,2,0,0,22,2,2,0,5,0,0,1,5
chr7.126891960.R,16,16,0,8,9,1,0,0,0,NA,0,0,0,1,0,1,11,2,23,18,0,9,4,0,0,1,17,0,5,0,5,0,0,0,7
chr7.126891969.F,16,14,0,12,18,0,0,0,0,NA,0,1,0,0,0,0,14,0,9,15,0,13,0,0,0,0,22,1,2,0,5,1,0,1,5
chr7.126891970.R,19,15,1,8,14,2,0,0,0,NA,0,0,2,0,0,1,12,4,25,20,0,10,0,2,0,0,17,0,5,0,8,1,0,0,7
chr7.126891976.F,14,13,1,13,22,1,0,0,0,NA,0,1,0,0,0,0,14,0,8,15,0,11,0,0,0,0,23,1,2,0,5,0,0,1,4
chr7.126891977.R,19,16,1,8,17,1,0,0,0,NA,0,0,0,0,2,0,14,2,24,20,0,10,0,4,1,0,18,0,5,0,9,0,0,0,7
chr7.126891984.F,5,12,0,9,8,0,0,0,0,NA,1,1,0,0,0,0,1,0,1,6,0,4,0,0,0,1,21,0,2,0,3,0,0,0,3
chr7.126891985.R,7,14,0,5,9,0,0,0,0,NA,0,0,0,0,0,0,14,0,25,20,1,7,0,1,0,0,18,0,4,0,6,0,0,0,5
chr7.126891994.F,10,13,0,10,17,0,0,0,0,NA,1,0,0,0,1,0,NA,0,2,NA,0,NA,1,0,3,0,21,0,3,0,4,0,0,0,4
chr7.126891995.R,18,15,0,8,18,1,0,0,0,NA,0,0,0,0,0,0,14,3,26,18,1,10,0,0,2,0,18,0,5,0,8,0,0,0,7
chr7.126891998.F,12,12,0,11,15,0,1,0,0,NA,0,1,0,0,1,0,NA,4,2,NA,0,NA,0,0,0,0,21,1,3,1,4,1,1,0,4
chr7.126891999.R,20,16,0,8,16,3,0,0,0,NA,0,0,0,0,0,0,11,4,26,21,0,10,0,0,0,0,18,0,4,1,9,1,0,0,7
chr7.126892002.R,19,17,1,9,16,3,0,1,0,NA,0,0,0,0,0,1,15,7,26,20,0,10,0,1,6,3,18,0,5,0,9,0,0,0,6
chr7.126892006.R,20,16,0,9,19,0,0,0,0,NA,0,1,0,0,0,0,13,2,26,20,2,10,0,1,0,0,18,0,5,0,9,2,0,0,4
chr7.126892021.R,16,16,2,7,20,0,0,0,0,NA,0,0,0,0,0,0,14,2,26,19,0,10,0,1,0,0,18,0,4,0,9,1,1,1,7
chr7.126892030.R,17,15,2,8,19,3,1,0,0,NA,0,0,0,0,0,0,13,2,24,19,0,10,0,1,0,0,17,1,5,0,8,0,1,2,7
